"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000041353",59.9413636753617,1.91905565893207,1.13055073383194,1.69745204837252,NA,NA
"ENSG00000041357",1222.40692325964,0.0227426709692258,0.13045171813903,0.174337841568232,0.861599961315103,0.955415655661469
"ENSG00000041515",10.1313698754203,-1.73915752437474,0.52864202638458,-3.28985861428567,0.00100237735502178,0.0103950031716827
"ENSG00000041802",522.117859047629,-0.188827364269459,0.123720066492959,-1.52624687022945,0.126948394750479,0.367576165525721
"ENSG00000041880",372.695262575169,0.0615248187422903,0.17263669443544,0.35638320661485,0.721553604065262,0.901889681631357
"ENSG00000041982",3704.06916089478,0.759601192954943,0.560135779478342,1.35610189669077,0.17506674949345,0.445269378158398
"ENSG00000041988",194.293768879784,0.101268961777334,0.128006283750253,0.791124926139683,0.428871094930148,0.71973841975998
"ENSG00000042062",1504.60562093736,-0.145412463560965,0.253236446019749,-0.574216175619622,0.565821524618384,0.813317069852291
"ENSG00000042088",190.042801102168,0.414550731684401,0.149905540559557,2.76541300699756,0.0056850766371764,0.0403331747514067
"ENSG00000042286",594.461113069972,-0.707654244145675,0.0923338700715289,-7.66408083618148,1.80116429886051e-14,2.33083525731827e-12
"ENSG00000042317",206.642910005131,0.318384091137482,0.129860641455087,2.45173662758778,0.0142168676797165,0.0814054967615117
"ENSG00000042429",386.691878815333,-0.201742166121314,0.118991463331697,-1.69543394519776,0.0899931310264614,0.296653121325765
"ENSG00000042445",1258.34659632352,0.0393997143521289,0.117423314712351,0.33553570216141,0.737221017600256,0.908834592805106
"ENSG00000042493",1000.479927057,0.00393100070076807,0.263820664628178,0.0149002759367176,0.988111739781753,0.996994604074394
"ENSG00000042753",1185.34315593488,-0.232941350914624,0.100353899772106,-2.32119879191153,0.0202761173639164,0.105840388765388
"ENSG00000042781",3.65325901893208,0.62957017686109,0.866914877124931,0.726219140394753,0.467704439984748,NA
"ENSG00000042832",34.9875832573339,-0.245478607890518,0.511782466610211,-0.479654196667667,0.631473302101882,0.852936006166925
"ENSG00000042980",11.5378667038253,-0.815670505155501,0.730254441288075,-1.11696753766641,0.264008205379316,0.561396821126025
"ENSG00000043093",683.576126002287,-0.110559560775989,0.0949898554672665,-1.16390913779301,0.244460836061985,0.540431454573179
"ENSG00000043143",1528.97338208333,-0.317634758455857,0.100950336560431,-3.14644576014579,0.0016526791200942,0.0154497356133883
"ENSG00000043514",235.152337186037,0.0591544446531253,0.162182973389654,0.364738932927339,0.715306293486818,0.898634222252319
"ENSG00000044090",1103.17709088856,0.508911830003391,0.0985874244902439,5.16203595574964,2.44278354224667e-07,7.76419463769876e-06
